,SMILES,Experimental LogP,Predicted LogP,Deviation
515,O=[N+]([O-])c1ccc(CSc2nnc(-c3ccncc3)n2-c2ccccc2)cc1,4.46,3.81,0.65
516,COCCN(CCOC)c1nc(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,4.33,3.28,1.05
517,Cc1ccc2nc(-c3ccc(O)cc3)c(Nc3ccc4c(c3)OCCO4)n2c1,4.04,3.89,0.15
518,CN1CCN(C(=O)c2ccc(-c3ccc(Br)cc3)o2)CC1,2.51,2.91,-0.4
519,CC[C@@H]1C(=O)O[C@H]1[C@@H](C)C/C(C)=C/[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@H](C)CC,5.08,3.79,1.29
520,Cn1c(=O)n(C)c2cc(S(=O)(=O)NCC(=O)O)ccc21,-0.46,0.31,-0.77
521,Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,3.87,3.57,0.3
522,CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1,0.27,0.89,-0.62
523,COc1ccccc1/C=C1\Cc2ccccc2C1=O,3.73,3.61,0.12
524,COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,1.43,2.7,-1.27
525,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,3.38,2.33,1.05
526,CC(C)[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,0.4,1.06,-0.66
527,Nc1[nH]nc2nc(-c3ccccc3)nc(O)c12,2.02,1.47,0.55
528,COc1c(OP2(=S)OCC(C)(C)CO2)cnn(C2CCCCC2)c1=O,2.94,3.13,-0.19
529,COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1,1.41,1.95,-0.54
530,O=C1OC(=O)[C@H]2[C@@H]3CC[C@@H](O3)[C@@H]12,-0.05,-0.23,0.18
531,CCOC(=O)c1nc(SC)n(C)c1C(=O)OCC,2.22,0.91,1.31
532,CCCN(CCc1ccccc1)[C@H]1CCc2c(O)cccc2C1,4.4,4.27,0.13
533,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,2.01,2.07,-0.06
534,Cc1cc(C(F)(F)F)nc(Nc2nc(C)c3ccccc3n2)n1,3.83,2.62,1.21
535,Cc1ccc(S(=O)(=O)N2CC=C(N)N2)cc1,1.01,1.39,-0.38
536,COc1cc2oc3cc(C)oc(=O)c3c2cc1OC,2.02,2.17,-0.15
537,COc1cccc2nc3cc(C)c(C)cc3nc12,3.93,2.96,0.97
538,Cc1cc(NCc2ccccn2)n2c(nc3ccccc32)c1C#N,2.68,3.29,-0.61
539,Fc1cccc(Nc2ncnc3c2cnn3-c2ccccc2)c1,3.7,3.79,-0.09
540,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,2.41,3.01,-0.6
541,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.53,2.82,0.71
542,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.26,1.56,-0.3
543,Cc1nc([N+](=O)[O-])c(Sc2nc3ccccc3[nH]2)n1Cc1ccccc1,4.71,3.3,1.41
544,CC(n1cc(C[C@H](N)C(=O)O)c2ccccc21)n1cc(C[C@H](N)C(=O)O)c2ccccc21,-1.56,1.72,-3.28
545,O=C(Nc1ccccc1Cl)C(=O)c1c[nH]c2ccccc12,3.63,3.8,-0.17
546,CCOC(=O)N1CCN(C(=O)CSc2ccc(-c3ccc(OC)cc3)nn2)CC1,1.73,2.7,-0.97
547,OCCNCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.6,3.14,0.46
548,CC(C)c1ncc(CO)n1Cc1c(Cl)cccc1Cl,3.53,2.97,0.56
549,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1,4.19,3.84,0.35
550,CCOC(=O)c1c(C)nn(Cc2cccc(Cl)c2)c1N,3.13,3.09,0.04
551,COc1ccc(CN2CCOC2=O)cc1OC,1.27,0.91,0.36
552,COc1ccc(CCNS(=O)(=O)c2cccc3cccnc23)cc1OC,2.66,3.28,-0.62
553,Cc1nc(-c2cccnc2)sc1C(=O)/C=C/c1ccc(Cl)cc1Cl,4.83,4.36,0.47
554,Cc1ccnc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,5.28,4.33,0.95
555,Cc1ccc(/C=C2\CCOC2=O)cc1,2.95,2.56,0.39
556,Cc1cc(C)n(-c2nc(-c3ccc(Cl)cc3)cs2)n1,4.37,3.96,0.41
557,C/C=C/c1cc2c(c(=O)o1)C(=O)[C@@H](O)[C@H](C)O2,0.98,1.12,-0.14
558,O=C(/C=C/C(=O)N1CCc2ccccc2C1)N1CCc2ccccc2C1,2.77,3.82,-1.05
559,CC[C@@H](N)Cc1c[nH]c2ccccc12,2.43,2.18,0.25
560,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,1.8,2.82,-1.02
561,Cc1cc2cc3n(c2nn1)N=C(Cl)CC3,0.54,1.87,-1.33
562,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,3.18,3.75,-0.57
563,c1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,4.27,4.77,-0.5
564,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,2.55,2.81,-0.26
565,Nc1c(C(=O)Nc2ccccc2F)sc2nc3c(cc12)CCCC3,4.51,3.65,0.86
566,NC(=O)c1ccc(Cl)c2ccccc12,2.42,2.64,-0.22
567,NC1=C(Br)C(=O)c2ncccc2C1=O,0.06,1.21,-1.15
568,O=c1oc2c(-c3ccc([N+](=O)[O-])cc3)cc(O)cc2s1,3.64,2.65,0.99
569,Cn1c(=O)c2c(nc(N3CCOCC3)n2C)n(C)c1=O,0.03,0.39,-0.36
570,N#Cc1nnn(-c2ccc(Cl)cc2)c1N,1.78,2.05,-0.27
571,CC1(C)CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,5.8,4.17,1.63
572,Cc1cccc(Nc2ncccc2C(=O)O)c1C,3.28,2.25,1.03
573,CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,3.54,3.17,0.37
574,O=[N+]([O-])c1cccc(/C=C/c2ccccn2)c1,3.27,2.26,1.01
575,Cc1sc2ncnc(SCc3ccco3)c2c1C,4.2,3.45,0.75
576,N=C(N)N/N=C(\c1ccc(Cl)cc1)C1CC1,2.2,1.8,0.4
577,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,3.15,3.49,-0.34
578,CCOc1ccc2sc(NS(=O)(=O)c3ccc(N)cc3)nc2c1,2.66,3.12,-0.46
579,CN1CCN(C(=O)Nc2ccc([N+](=O)[O-])cc2)CC1,1.11,1.07,0.04
580,O=C(Nc1ccc(Oc2ccc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1,5.64,4.64,1.0
581,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,2.05,2.66,-0.61
582,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,5.54,4.45,1.09
583,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-0.14,0.22,-0.36
584,CN1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,4.65,4.49,0.16
585,COCn1c(-c2ccc(OC)c(OC)c2)nc2ccccc21,3.26,2.78,0.48
586,CN1CC[C@@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1,3.53,3.62,-0.09
587,Fc1ccc(N2CCN(Cc3nnc(-c4ccccc4)o3)CC2)cc1,2.87,3.34,-0.47
588,CCOC(=O)C(=O)Cc1nc2ccccc2s1,3.15,2.07,1.08
589,Cn1ncc2c(Sc3ccc(Cl)cc3)ncnc21,3.25,3.08,0.17
590,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,-0.49,-0.1,-0.39
591,COc1cc(NCc2ccccc2O)c2ncccc2c1,2.87,3.49,-0.62
592,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1Br,4.77,4.44,0.33
593,COc1ccc2[nH]c3c(c2c1)CCNC3,1.43,1.78,-0.35
594,CCOc1ccc(-c2nnc(SCC(=O)N3CCCC3)o2)cc1,1.7,2.9,-1.2
595,COc1ccc(C(=O)CSc2nc3ccccc3[nH]2)cc1,3.34,3.15,0.19
596,COc1ccc(-c2cc3ccccc3[nH]2)cc1,3.48,3.38,0.1
597,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,4.05,4.46,-0.41
598,c1ccc(-c2nnc(-c3ccccn3)s2)nc1,2.13,2.72,-0.59
599,NS(=O)(=O)c1ccc(NC(=O)CSc2ccc3ccccc3n2)cc1,2.56,3.01,-0.45
600,CNCC[C@H](Oc1ccccc1C)c1ccccc1,3.81,3.91,-0.1
601,C=CCN1CCc2c(cc(O)c(O)c2Cl)[C@@H](c2ccccc2)C1,3.93,3.42,0.51
602,COc1cccc(/C=C2\CCc3ccccc3C2=O)c1,4.18,4.11,0.07
603,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,3.0,3.48,-0.48
604,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,3.83,4.13,-0.3
605,Cc1c(C(C)(C(=O)O)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,4.89,3.63,1.26
606,CCN(Cc1cccnc1)C(=O)CN(c1ccc(OC)nc1)S(=O)(=O)c1ccccc1C,2.4,3.52,-1.12
607,O=c1c2ccc(O)cc2oc2cc(O)ccc12,2.35,1.74,0.61
608,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0.54,2.27,-1.73
609,O=C(CN1CCN(c2ccccn2)CC1)N1c2ccccc2CCc2ccccc21,4.3,4.08,0.22
610,Cc1ccccc1Nc1c(-c2cc(Br)ccc2F)nc2ccccn12,5.75,4.91,0.84
611,C/C=C1\CN2CC[C@]34C(=C(C=O)[C@H]1C[C@H]23)Nc1ccccc14,1.39,2.94,-1.55
612,CN(C)c1ncnc2c1ncn2-c1ccccc1,2.29,1.7,0.59
613,c1ccc2c(CC3=NCCN3)cccc2c1,2.19,2.6,-0.41
614,C[C@H](CSC(=O)c1ccccc1)C(=O)N1c2ccccc2C[C@H]1C(=O)O,3.91,3.02,0.89
615,CCNc1ccccc1C(=O)O,2.11,1.62,0.49
616,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1ccc(Cl)cc1,3.66,3.32,0.34
617,Cn1cc(C=O)c2nccnc21,0.33,0.5,-0.17
618,COc1ccc(C(=O)NCCC2=CCCCC2)cc1,2.97,3.22,-0.25
619,NC(=O)c1ccc(OC[C@H](O)CN2CC=C(c3ccc(F)cc3)CC2)cc1,2.36,2.65,-0.29
620,Cc1c2ccncc2c(C)c2c1sc1ccccc12,4.74,4.06,0.68
621,O=C(O)c1cc2cc(Cc3cccnc3)ccc2o1,1.41,2.0,-0.59
622,CCOc1ccc(NC(=O)c2c(Cl)ccc(Cl)c2OC)cc1,4.31,3.68,0.63
623,CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,2.42,2.03,0.39
624,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,3.42,2.99,0.43
625,Cc1nc(N2CCN(c3ccccn3)CC2)c2c(C)c(C(=O)Nc3ccc(F)cc3F)sc2n1,5.84,2.9,2.94
626,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,2.74,2.41,0.33
627,COc1cc(CCC(=O)O)on1,0.62,0.57,0.05
628,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4.2,4.33,-0.13
629,Cn1cnc([N+](=O)[O-])c1Sc1nc[nH]n1,1.19,0.61,0.58
630,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,4.07,4.37,-0.3
631,Cn1c(=O)c2c(nc(OCCc3ccccc3)n2C)n(C)c1=O,1.99,3.02,-1.03
632,O=[N+]([O-])c1cnc(Sc2ccncn2)s1,2.28,1.98,0.3
633,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,3.12,2.71,0.41
634,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,1.93,3.74,-1.81
635,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.47,1.45,-0.98
636,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,4.76,4.63,0.13
637,O=C(c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1)N1CCN(c2ccccn2)CC1,2.85,2.93,-0.08
638,O=C(CCSCc1ccccc1F)N1CCN(c2ccccn2)CC1,3.35,2.84,0.51
639,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,1.41,0.85,0.56
640,COc1c(S(=O)(=O)Nc2cccnc2)ccc(Cl)c1Cl,2.29,2.28,0.01
641,COc1ccc(-c2nc3ccc(C)cn3c2Nc2ccc3c(c2)OCO3)cc1,4.3,4.15,0.15
642,O=C1C(Cl)=C(NCCc2ccccc2)C(=O)c2ccccc21,3.17,4.19,-1.02
643,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,-0.43,0.99,-1.42
644,COc1ccc(NC(=O)c2csc3c2CCCC3)cc1,4.27,3.44,0.83
645,COC(=O)c1cc(C)nc2c(C)cc3[nH]c4ccccc4c3c12,3.9,3.63,0.27
646,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,1.16,1.73,-0.57
647,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],3.13,1.94,1.19
648,Cc1nc([N+](=O)[O-])cn1-c1nc2ccccn2c1[N+](=O)[O-],1.8,1.74,0.06
649,COc1ccc(OC)c(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1,1.83,1.85,-0.02
650,Cn1c(C(=O)N2CCN(c3ccccn3)CC2)cc2c(=O)n(C)c3ccccc3c21,2.16,2.82,-0.66
651,CC(C)CCN1CC(=O)N2Cc3[nH]c4ccccc4c3C[C@H]2C1=O,1.84,3.0,-1.16
652,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,3.6,3.7,-0.1
653,Cc1ccccc1Nc1c(-c2ccccc2)nc2cccc(C)n12,5.03,5.21,-0.18
654,Nc1ccc2c(c1)nnn2-c1ccccc1,2.25,2.11,0.14
655,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1,5.6,4.02,1.58
656,O=Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12,4.34,4.05,0.29
657,O=C(c1ccc(CS(=O)(=O)c2cccc(C(F)(F)F)c2)o1)N1CCN(c2ccccn2)CC1,2.96,2.35,0.61
658,Oc1cccc2cnccc12,1.44,1.17,0.27
659,COC(=O)c1cn(C(=O)c2ccccc2F)c2ccccc12,3.39,3.33,0.06
660,COc1ccc(Cc2nnc3sc(-c4ccccc4OC)nn23)cc1,3.49,3.78,-0.29
661,COc1cnc(SC)nc1Nc1ccc(C#N)cc1,3.09,2.63,0.46
662,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,5.7,4.3,1.4
663,C=CCN1C[C@@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@@H]1C,4.96,4.67,0.29
664,COc1ccc(-n2/c(=N/C(=S)N(C)C)ss/c2=N\C(=S)N(C)C)cc1,4.06,3.32,0.74
665,COc1ccc2[nH]cc(CCO)c2c1,1.44,1.81,-0.37
666,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,1.18,1.97,-0.79
667,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,3.8,3.51,0.29
668,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccco3)nc1-2,4.04,3.51,0.53
669,Clc1ccccc1/C=C/c1ccnc2ccccc12,5.07,4.42,0.65
670,O=C1C=C(Nc2cccnc2)c2ccccc2C1=O,1.67,1.61,0.06
671,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,2.31,3.36,-1.05
672,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,3.66,3.46,0.2
673,COC(=O)C[C@@](O)(CCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4,1.44,1.57,-0.13
674,O=C(Nc1c(-c2ccc(F)cc2)nc2ccccn12)c1ccccc1F,4.26,3.32,0.94
675,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,3.22,3.16,0.06
676,c1ccc(-c2cn3c(n2)SCC3)cc1,2.99,2.25,0.74
677,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1,0.73,0.99,-0.26
678,Cc1nn(-c2ccccc2)c(C)c1/C=N/N1CCN(Cc2ccccc2)CC1,3.56,4.61,-1.05
679,CCOC(=O)Cc1c(C(=O)OCC)nnc2c(-c3ccccc3)c(C)nn12,2.06,3.33,-1.27
680,Cc1ccc(Nc2ncccc2C(=O)O)cc1C,3.27,2.27,1.0
681,C[C@](N)(COP(=O)(O)O)C(=O)O,-2.73,-2.49,-0.24
682,COc1ccc2nc3cc(Cl)ccc3c(C#N)c2c1,3.81,3.78,0.03
683,CC(C)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,3.93,3.84,0.09
684,COC(=O)c1onc(C(=O)c2ccccc2)c1C(=O)OC,2.11,2.55,-0.44
685,Cc1ccccc1/C=C/C1=NCCN1,2.24,2.53,-0.29
686,CC1(C)CCC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4[C@@H](O)C[C@]23C)O1,4.32,3.93,0.39
687,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,3.76,3.87,-0.11
688,Cn1c(=O)n(CCN2CCOCC2)c(=O)c2c1nc1n2CCCN1c1ccccc1,1.49,1.88,-0.39
689,COc1c(C)cc(S(=O)(=O)NCCN2CCOCC2)c(C)c1C,1.99,1.89,0.1
690,Cn1c(COc2ccc(Cl)cc2)nc2ccccc21,3.73,3.3,0.43
691,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,-2.89,-2.78,-0.11
692,Cc1nnc(-n2cccc2)s1,1.52,1.77,-0.25
693,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1,3.22,3.23,-0.01
694,CCOc1ccc(/C=C2\CCc3ccccc3C2=O)cc1,4.53,4.28,0.25
695,COc1ccc(S(=O)(=O)N2CCN=C2SCc2cccnc2)cc1,2.48,2.15,0.33
696,N#CCCN1CCN(C2=NC(=O)/C(=C\c3cccs3)S2)CC1,1.54,2.15,-0.61
697,O=C(Oc1cccc(Oc2ccccc2)c1)N1CCOCC1,2.98,3.3,-0.32
698,NS(=O)(=O)c1cccnc1Nc1cccc(Cl)c1,2.0,2.59,-0.59
699,O=c1oc2cc(O)ccc2cc1-c1ccc(F)cc1,3.29,2.79,0.5
700,O=[N+]([O-])/C=C/c1cc2ccccc2[nH]1,2.16,1.79,0.37
701,CCOC(=O)CSc1nnc(-c2nnc(SCC(=O)OCC)n2CC)n1CC,1.34,2.4,-1.06
702,CN(C)CCNc1oc(COc2ccc(Cl)cc2)nc1C#N,1.98,2.43,-0.45
703,Cc1oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2c1C(=O)O,2.62,2.65,-0.03
704,O=C(c1cccc(Br)c1)N1CCN(C(=O)N2CCOCC2)CC1,1.01,1.61,-0.6
705,O=C(NCCN1CCCCC1)c1ccc(I)cc1,2.85,2.92,-0.07
706,CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,6.26,4.04,2.22
707,Cc1cc(C(=O)NCc2ccc(Cl)cc2)n(-c2ccccc2)n1,3.51,4.09,-0.58
708,COc1ccccc1NC(=O)c1ccc(CSc2ncccn2)cc1,3.91,3.4,0.51
709,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,0.34,1.4,-1.06
710,Clc1nccc2c1ccc1ccccc12,3.56,3.85,-0.29
711,COC(=O)c1cc(-c2c[nH]cc2C(=O)OCc2ccccc2)cn1S(=O)(=O)c1ccc(C)cc1,4.87,4.02,0.85
712,CC(=O)OCCN1c2ccccc2Sc2cnccc21,2.39,2.69,-0.3
713,CC(=O)Oc1ccc2ccc(=O)oc2c1OC(C)=O,1.0,1.85,-0.85
714,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.25,3.76,0.49
715,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.94,3.26,0.68
716,C=CCN=C(NC#N)SC,1.63,1.33,0.3
717,c1ccc(N2CCN(c3ccc4nncn4n3)CC2)nc1,1.51,2.35,-0.84
718,CC(C)(C)c1cc(NCc2ccccn2)n2ncc(-c3ccccc3)c2n1,4.38,4.49,-0.11
719,Cc1nc(NC2=NCN(Cc3cccnc3)CN2)nc2c(C)cccc12,2.8,2.74,0.06
720,Cc1ccn2c(Nc3ccc4c(c3)OCCO4)c(-c3ccc(N(C)C)cc3)nc2c1,4.46,4.16,0.3
721,Cc1ccc2c(c1)sc1nncn12,1.47,2.2,-0.73
722,Cc1cc(NCc2ccccn2)n2ncc(-c3ccccc3)c2n1,2.58,3.78,-1.2
723,CCOc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)cc1,2.7,3.84,-1.14
724,Cc1ccc(S(=O)(=O)c2ccccc2[N+](=O)[O-])cc1,3.38,2.81,0.57
725,Cc1cc(C)c2c(n1)nn1c(N3CCN(c4ccccn4)CC3)cc(C)nc21,3.22,3.47,-0.25
726,COc1ccccc1-c1ccc(SCc2cccc(C)c2)nn1,5.01,4.36,0.65
727,Cc1cccc(C)c1Nc1c(-c2ccc(N3CCOCC3)cc2)nc2ncccn12,4.29,4.26,0.03
728,NNC(=O)c1ccc(O)cc1,0.22,0.65,-0.43
729,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,3.21,3.79,-0.58
730,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,1.43,2.26,-0.83
731,COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)Sc1c2ssc1=O,2.34,2.5,-0.16
732,COc1ccccc1N1CCNCC1,1.39,1.75,-0.36
733,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,1.62,2.46,-0.84
734,O=S(=O)(c1cnc(O)nc1O)N1CCOCC1,-0.45,-0.99,0.54
735,N=C(N)Nc1ccc(NC(=N)N)cc1,-0.08,0.97,-1.05
736,Cc1ccc2c(c1)Oc1ccccc1N=C2,3.89,3.14,0.75
737,COc1ccc(-c2cc(=S)ss2)cc1,3.29,3.39,-0.1
738,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(C)cc1,2.76,2.7,0.06
739,O=C(O)c1ccc(Nc2ncnc3c2cnn3Cc2ccccc2)cc1,3.28,3.76,-0.48
740,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,4.11,4.73,-0.62
741,CCCN(CCC)S(=O)(=O)c1ccc(C)cc1,3.3,3.15,0.15
742,O=C(c1cccnc1)c1cc(-c2ccccn2)c(=O)n2ccccc12,1.69,2.95,-1.26
743,Nc1ccc(OC(=O)Nc2ccc(O)cc2)cc1,2.36,1.87,0.49
744,COc1ccc(S(=O)(=O)N2CCN(c3ccccn3)CC2)cc1OC,1.83,1.85,-0.02
745,N[C@H](CCC(=O)O)C(=O)O,-3.24,-2.59,-0.65
746,CCOC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)c3cc(Cl)ccc3OCC)CC2)CC1,2.12,2.39,-0.27
747,Nc1ccccc1-n1nc2ccc3ccccc3c2n1,3.22,3.8,-0.58
748,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccc(Br)cc3)nc1-2,5.75,4.69,1.06
749,COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1OC,3.51,2.74,0.77
750,CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,3.83,4.18,-0.35
751,Cn1ncc2c(N3CCN(c4ccccc4F)CC3)ncnc21,2.45,2.85,-0.4
752,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.38,4.08,0.3
753,CCCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1C,1.3,1.22,0.08
754,CCOC(=O)Cc1c(C)nc2c(-c3ccccc3)cnn2c1C,2.77,3.5,-0.73
755,c1ccc(-c2nc(N3CCCCCC3)c3ccccc3n2)cc1,5.83,4.78,1.05
756,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21,1.61,2.02,-0.41
757,Cc1cnc2cc(Cl)ccc2c1SCC(=O)O,2.37,2.41,-0.04
758,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2.42,2.93,-0.51
759,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,3.44,3.32,0.12
760,CCN(CC)CCNCc1ccc(-c2ccc(Cl)cc2)o1,3.5,3.27,0.23
761,CCOC(=O)C1=CN(Cc2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,4.55,4.16,0.39
762,CCCCN(CC)c1nc(-c2ccccc2F)nc2ccccc12,6.37,5.11,1.26
763,CCOc1ccc(S(=O)(=O)c2ccc(C)cc2)c2c1no[n+]2[O-],1.63,2.95,-1.32
764,CCCCCC(=O)N1CCCCC1,2.3,2.34,-0.04
765,Cc1nc(-c2ccc(Cl)cc2)sc1CCNC(=O)c1ccco1,3.67,3.77,-0.1
766,CCN1CCN(c2nc(-c3cccnc3)nc3ccccc23)CC1,3.56,3.08,0.48
767,Nc1ncnc2c1ncn2C=C=CCO,-0.46,0.22,-0.68
768,CO/N=C1/C=C(C)C(=O)C(C)=C1C,2.6,2.23,0.37
769,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.49,4.21,-0.72
