,SMILES,Experimental LogP,Predicted LogP,Deviation
511,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,-1.69,-1.45,-0.24
512,Cc1c(NC(=O)c2cccs2)c(=O)n(-c2ccccc2)n1C,1.92,2.58,-0.66
513,Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,3.21,2.6,0.61
514,Cc1ccc2c(C)nc(NC3=NCN(Cc4ccccc4)CN3)nc2c1,4.02,3.34,0.68
515,O=C(O)c1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,5.32,4.32,1.0
516,Cc1c(CCO)c(=O)n2n1CCCC2,-0.63,0.1,-0.73
517,O=C(OCC(O)COC(=O)c1cccnc1)c1cccnc1,0.72,0.18,0.54
518,CCOC(=O)c1c(C(C)(C)C)oc2ccc(OCC#N)cc12,3.34,3.57,-0.23
519,O=c1cc(-c2cccnc2)oc2c1ccc1ccccc12,2.74,3.32,-0.58
520,COc1ccc(Nc2ncc(C(=O)O)c3ccccc23)cc1,1.7,3.32,-1.62
521,COc1ccc2[nH]cc(CCNCc3ccc(Br)cc3)c2c1,4.25,3.88,0.37
522,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.47,0.58,-0.11
523,CC(C)(c1cc(Cl)c(O)c(CN2CCOCC2)c1)c1cc(Cl)c(O)c(CN2CCOCC2)c1,4.1,4.11,-0.01
524,COc1ccc2c3c1O[C@@H]1C[C@H](O)C=C[C@]31CCN(C)C2,1.16,0.84,0.32
525,COc1ccccc1N1CCN(C[C@@H](O)COc2cccc3ccccc23)CC1,3.77,3.51,0.26
526,O=C(O)c1ccc2c(c1Sc1ccccc1)C(=O)c1ccccc1C2=O,4.77,4.06,0.71
527,CSc1nc(O)cc(Cl)n1,2.47,1.92,0.55
528,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,4.13,4.12,0.01
529,O=[N+]([O-])c1ccc(CSc2ccc(-c3ccccn3)nn2)cc1,3.76,3.27,0.49
530,O=C(O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1,-0.69,0.72,-1.41
531,Cc1ccccc1Nc1c(-c2ccc(O)cc2)nc2c(C)cccn12,5.05,4.9,0.15
532,Cc1ccc2nc(-c3ccc(O)cc3)c(Nc3ccc4c(c3)OCCO4)n2c1,4.04,3.87,0.17
533,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,2.1,2.26,-0.16
534,Cc1ccc(/C=C2\CNC/C(=C\c3ccc(C)cc3)C2=O)cc1,4.93,4.03,0.9
535,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@@H](O)CNC(C)(C)C)c1,1.4,0.85,0.55
536,c1ccc2sc(C3(N4CCCC4)CCCCC3)cc2c1,5.05,4.9,0.15
537,c1ccc(-c2cn3ccccc3n2)cc1,2.79,2.41,0.38
538,Cc1ccc(Nc2c(-c3ccccc3O)nc3cc(C)ccn23)cc1,5.05,4.9,0.15
539,Cc1nnc2ccc(N3CCCC3)nn12,0.92,1.14,-0.22
540,O=C(O)CCn1nnc2ccccc2c1=O,1.73,-0.26,1.99
541,CC1(C)CC(=O)C(CC(=O)c2ccccc2)=C(NNC(=N)N)C1,1.26,0.45,0.81
542,Cc1cccc(-n2ncc3c(N4CCN(CCO)CC4)ncnc32)c1,1.89,1.59,0.3
543,C#CCOC(=O)C1=CCCN(C)C1,0.88,-0.13,1.01
544,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,3.8,4.5,-0.7
545,Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccccc1,3.22,2.99,0.23
546,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,4.67,4.17,0.5
547,CCN(Cc1cccnc1)C(=O)CN(c1ccc(OC)nc1)S(=O)(=O)c1ccccc1C,2.4,2.62,-0.22
548,COc1cccc(/C=C2\CCc3ccccc3C2=O)c1,4.18,3.94,0.24
549,COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,5.15,4.9,0.25
550,Nc1ccc2c(c1)Cc1cc(Cl)c(Cl)cc1-2,4.12,4.17,-0.05
551,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.9,1.79,0.11
552,CN1CC[C@]2(c3cccc(O)c3)Cc3nc4ccccc4cc3C[C@H]2C1,3.92,3.37,0.55
553,FC(F)(F)c1nnc2c(Sc3ccccc3)nc3ccc(Cl)cc3n12,4.63,4.76,-0.13
554,NS(=O)(=O)c1ccc(NC2(C(=O)O)CCCC2)cc1,1.11,0.39,0.72
555,CN(C)C[C@@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,4.24,3.62,0.62
556,c1ccc(-c2cc3ccccc3[nH]2)cc1,3.64,3.85,-0.21
557,CCCN(CCC)c1nc(-c2ccccc2F)nc2ccccc12,6.45,5.16,1.29
558,CCC(=Cc1ccc(CC)cn1)CC,4.2,3.57,0.63
559,CCCCN(CC)c1nc(-c2ccccc2F)nc2ccccc12,6.37,5.09,1.28
560,O=C(c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1)N1CCN(c2ccccn2)CC1,2.85,2.85,0.0
561,CCN(CC)CC(C)(C)C(=O)/C=C/c1ccc(C)cc1,4.92,4.52,0.4
562,COc1ccc2c(=O)cc(-c3cccnc3)oc2c1OC,1.43,1.87,-0.44
563,CCN1CCC(Nc2ccnc3cc(Cl)ccc23)CC1,2.59,2.97,-0.38
564,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,2.29,2.01,0.28
565,CN(C)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,2.92,3.68,-0.76
566,O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,2.24,1.17,1.07
567,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,4.42,4.17,0.25
568,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,3.06,3.7,-0.64
569,CN(C)S(=O)(=O)c1ccc(N)c([N+](=O)[O-])c1,0.79,-0.21,1.0
570,Cc1c(CCN)ccc2c1[nH]c1ccccc12,3.02,3.0,0.02
571,Cn1c(NC(=O)c2ccc(Cl)cc2)cc(=O)n(C)c1=O,1.37,1.53,-0.16
572,Cc1c2ccncc2c(C)c2c1sc1ccccc12,4.74,4.34,0.4
573,CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccc(Cl)c(C(=O)O)c2)o1,4.13,4.43,-0.3
574,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccc(C)cc3)nc1-2,5.49,4.76,0.73
575,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2,5.19,4.97,0.22
576,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]12C,3.22,3.14,0.08
577,O=C(CSc1nnc(Cc2ccccc2)o1)N1CCOCC1,0.81,1.42,-0.61
578,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,3.04,3.58,-0.54
579,COc1ccc(CN2CCNCC2)c(OC)c1OC,0.91,1.34,-0.43
580,C=CCc1ccccc1OC[C@H](O)CNC(C)C,2.69,2.1,0.59
581,C=CCN1CC(=O)N2Cc3[nH]c4ccccc4c3C[C@H]2C1=O,0.96,1.45,-0.49
582,COc1ccc(C(=O)COC(=O)c2cccs2)cc1,2.96,2.78,0.18
583,c1ccc(-c2nnc3oc(-c4cccs4)nn23)cc1,2.86,2.77,0.09
584,O=S(=O)(c1cccc(-c2cn3ccccc3n2)c1)N1CCCC1,2.25,1.96,0.29
585,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4.25,3.95,0.3
586,O=C(Nc1ccc2c(c1)OCO2)c1noc2c1CCCC2,2.66,1.79,0.87
587,[O-]/[N+](=C\c1ccccc1)CC1(O)CCCCC1,-0.46,1.31,-1.77
588,Nc1ccc(SCc2nc3cccc4c3n2CCC4)cc1,3.25,3.41,-0.16
589,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,1.75,2.01,-0.26
590,O=C(O)CSc1nc(O)c2c(n1)CCCC2,2.14,1.1,1.04
591,NS(=O)(=O)c1cccnc1Nc1cccc(C(F)(F)F)c1,2.27,2.68,-0.41
592,CCOc1cc(Cl)c(S(=O)(=O)NCc2ccccn2)cc1Cl,2.8,2.55,0.25
593,Cc1cc(C)n2nc(SCC(=O)Nc3ccc(F)cc3)nc2n1,2.59,2.59,0.0
594,OCc1ncc(-c2ccccc2)s1,1.58,2.29,-0.71
595,CCCCN1C(=O)CC(C(=O)OCC)=C1C,1.22,1.42,-0.2
596,Nc1ncnc2c1nnn2[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-2.15,-2.02,-0.13
597,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,2.19,2.49,-0.3
598,COc1ccc(Nc2nc(-c3ccc(OC)cc3)c(CCC(=O)O)s2)cc1,4.69,4.32,0.37
599,O=c1nc(Oc2ccccc2)nc2ncccn12,1.55,1.96,-0.41
600,CCOC(=O)Cc1cc(=O)oc2cc(O)ccc12,1.41,1.58,-0.17
601,CCc1cccc(C)c1Nc1c(-c2cccc(O)c2)nc2cnccn12,4.27,4.59,-0.32
602,Cc1nc2c(-c3ccc(F)cc3)c(C)nn2c(C)c1CCC(=O)N1CCN(c2ccccn2)CC1,3.74,4.41,-0.67
603,Nc1c(C(=O)Nc2ccccc2F)sc2nc3c(cc12)CCCC3,4.51,4.07,0.44
604,NCCc1ccc(S(=O)(=O)F)cc1,1.05,0.75,0.3
605,Oc1cccc2c(O)nccc12,1.73,1.79,-0.06
606,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1ccccc1,4.5,4.58,-0.08
607,CC(C)=CCN1CCC2(CCc3ccccc32)CC1,4.17,4.02,0.15
608,Oc1ccnc(Nc2ccc(Cl)cc2)n1,3.06,3.06,0.0
609,O[C@H]1CCN2Cc3ccccc3N=C12,0.66,0.89,-0.23
610,Cc1ccc(-c2cc(C(=O)O)c3ccccc3n2)c(C)c1,4.85,4.34,0.51
611,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,2.74,2.34,0.4
612,CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)C(C)C,0.35,0.14,0.21
613,O=C(Cn1nc(Cc2ccncc2)c2ccccc2c1=O)N1CCN(C(=O)c2ccco2)CC1,0.78,1.07,-0.29
614,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,3.42,2.88,0.54
615,COc1ccc(/C=C2\CCCc3ccccc3C2=O)cc1,4.62,4.27,0.35
616,O=[N+]([O-])c1ccc(CSc2nc3ccccc3o2)cc1,4.19,3.87,0.32
617,COc1ccc(/C=C2\N=C(c3ccccc3)OC2=O)c(OCc2ccccc2)c1,5.25,4.92,0.33
618,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,4.12,3.64,0.48
619,NS(=O)(=O)c1ccc(NC(=O)CN2C(=O)c3ccccc3C2=O)cc1,0.44,0.18,0.26
620,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1.48,2.1,-0.62
621,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,2.96,3.06,-0.1
622,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H](O)C2,0.42,0.21,0.21
623,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,3.28,3.93,-0.65
624,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,6.27,5.75,0.52
625,O=C(c1cnc2n(c1=O)CCS2)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,1.56,1.05,0.51
626,CCCN(CCC)S(=O)(=O)c1ccc(C)cc1,3.3,3.12,0.18
627,COc1ccccc1N1CCNCC1,1.39,1.5,-0.11
628,CCSC(=N)N,0.67,0.31,0.36
629,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,2.41,2.21,0.2
630,CCCCOc1ccc(NC(=N)Nc2ccc(Cl)cc2)cc1,4.9,4.3,0.6
631,O=C1OCC/C1=C\c1ccc(O)cc1,2.13,2.04,0.09
632,O=C(c1ccc2c(c1)OCO2)N1CCCCC1,1.74,1.27,0.47
633,COc1ccccc1N1CCN(CCCNc2c(C)c(=O)n(C)c(=O)n2C)CC1,1.58,2.11,-0.53
634,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4.19,4.37,-0.18
635,O=C(N1CCOCC1)N1CCN(S(=O)(=O)c2cccc([N+](=O)[O-])c2)CC1,-0.06,-0.71,0.65
636,Cc1cccc(C)c1Nc1c(-c2ccccc2F)nc2cccc(C)n12,5.69,5.56,0.13
637,O=C(Nc1ccc(F)cc1)Oc1cccnc1O,3.35,2.97,0.38
638,O=C(Nc1ccc(C2=NCCCN2)cc1)Nc1ccc(C2=NCCCN2)cc1,1.47,1.85,-0.38
639,c1ccc(-c2nc3ccccc3nc2N2CCOCC2)cc1,3.82,3.63,0.19
640,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-2.09,-1.92,-0.17
641,COCCN(CCOC)c1nc(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,4.33,3.12,1.21
642,CC(C)(C)OC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,3.83,4.13,-0.3
643,CC(C)CNC(=O)C(=O)NCc1ccccn1,0.4,-0.32,0.72
644,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,-3.44,-0.95,-2.49
645,CCOC(=O)c1nc(Nc2ccc(C(=O)OC(C)C)cc2)c2ccccc2n1,4.88,5.04,-0.16
646,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,2.64,2.8,-0.16
647,CCCOc1ccc(-c2cn3ccccc3n2)cc1[N+](=O)[O-],3.45,2.58,0.87
648,CN1CCCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,4.21,4.36,-0.15
649,OC[C@H]1NC[C@@H](O)[C@@H]1O,-2.26,-2.07,-0.19
650,N[C@H]1CCN(O)C1=O,-2.16,-1.09,-1.07
651,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.87,4.03,-0.16
652,CCOCc1cc(O)nc(SC)n1,1.96,1.7,0.26
653,Cc1ccc(=O)n(-c2ccccc2)c1,2.14,2.06,0.08
654,COc1ccc(-c2csc(Nc3cc(C)ccn3)n2)cc1,4.52,4.02,0.5
655,NS(=O)(=O)C#Cc1ccccc1,1.09,0.79,0.3
656,O=C(CN1CCOCC1)N1CCOCC1,-1.13,-0.95,-0.18
657,O=C1CSCc2nc3ccccc3n21,0.71,1.48,-0.77
658,CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1,2.13,2.32,-0.19
659,O=C(c1ccccc1)c1ccc(-c2ccc(O)cc2)cc1,4.78,5.11,-0.33
660,Clc1ccccc1/C=C/c1ccnc2ccccc12,5.07,5.13,-0.06
661,c1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,4.27,4.14,0.13
662,CS(=O)(=O)c1ccc(Sc2nc3ccccc3s2)c([N+](=O)[O-])c1,3.77,3.28,0.49
663,COc1ccc(C(=S)N2CCN(c3ccccc3Cl)CC2)cc1OC,4.19,4.36,-0.17
664,CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,6.26,5.65,0.61
665,CCCC[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,5.95,4.74,1.21
666,Cc1ccc(S(=O)(=O)Nc2cccc(-c3cn4cccc(C)c4n3)c2)c(C)c1,4.82,4.44,0.38
667,Cc1ccc(Nc2c(-c3ccc(N(C)C)cc3)nc3ccccn23)cc1,4.94,4.42,0.52
668,N#Cc1cc(-c2ccccc2)[nH]c1-c1nccc2ccccc12,4.2,4.26,-0.06
669,CCOC(=O)c1c(C)n(C)c2ccc(OC(C)=O)cc12,2.46,2.67,-0.21
670,Cc1ccc2nc(-c3cccc(Cl)c3)c(Nc3ccc4c(c3)OCO4)n2c1,5.06,4.71,0.35
671,c1ccc2[nH]c(-c3ccncc3)nc2c1,2.07,2.27,-0.2
672,CCOc1ccc(Cc2nnc(SCC(=O)c3ccc(OC)cc3)o2)cc1,3.19,3.77,-0.58
673,COc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1OC,3.51,2.88,0.63
674,O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,1.58,1.81,-0.23
675,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,3.65,2.44,1.21
676,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,1.7,2.44,-0.74
677,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,1.43,2.86,-1.43
678,O=C(CCSCc1ccccc1F)N1CCN(c2ccccn2)CC1,3.35,3.29,0.06
679,CCOC(=O)N1CCN(C(=O)CSc2ccc(-c3ccc(OC)cc3)nn2)CC1,1.73,2.15,-0.42
680,O=S(=O)(c1ccc(C2CCCCC2)cc1)N1CCOCC1,2.92,2.8,0.12
681,CC1(C)CCSC(/C=C/c2ccccc2)=N1,3.99,4.12,-0.13
682,Cc1oc2c(c(C)nn2-c2ccccc2)c(=O)c1Cl,2.84,3.16,-0.32
683,O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCN(c2ncccn2)CC1,2.04,2.03,0.01
684,CC1(C)CC(=O)CC(C)(C)N1O,0.8,0.58,0.22
685,COc1cc(S(N)(=O)=O)c(OC)cc1N,-0.56,-0.49,-0.07
686,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,3.21,4.77,-1.56
687,O=c1c2ccccc2ccc2ccccc12,3.8,3.79,0.01
688,Cn1ncc2c(Sc3ccc(Cl)cc3)ncnc21,3.25,2.83,0.42
689,COc1ccc(C(=O)n2nc(C)cc2C)cc1OC,1.47,1.95,-0.48
690,CCOC(=O)COc1ccc2c(c1)C(=O)CC1(CCN(C(C)=O)CC1)O2,0.31,0.71,-0.4
691,Cc1nc(C(N)=O)nc2ccccc12,1.11,0.85,0.26
692,COc1ccc2nc(Nc3nc(C)c(CCC(C)C)c(O)n3)nc(C)c2c1,4.83,4.32,0.51
693,Cc1ccc(Nc2c(-c3ccc(N4CCOCC4)cc3)nc3cccc(C)n23)cc1,4.92,4.78,0.14
694,COCc1cc(O)nc(Nc2nc(C)c3ccc(C)cc3n2)n1,3.19,3.04,0.15
695,Oc1nc(-c2ccccc2)nc2sc(-c3ccccc3)cc12,5.52,5.23,0.29
696,COc1ccc2nccc(/C=C/c3ccnc4ccc(OC)cc34)c2c1,4.31,4.36,-0.05
697,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,3.32,3.16,0.16
698,COc1ccc2c(CCN)c[nH]c2c1,1.33,1.47,-0.14
699,CCOC(=O)c1nnc2c(-c3ccc(F)cc3)c(C)nn2c1N,2.05,1.99,0.06
700,CC(C)NC[C@H](O)COc1cccc2ccccc12,2.58,2.3,0.28
701,Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,3.87,3.95,-0.08
702,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,2.63,2.49,0.14
703,Oc1ccc(Nc2nc(-c3ccccc3)cs2)cc1,4.49,4.38,0.11
704,C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)N1CCCCC1,4.89,4.33,0.56
705,CN(C)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,3.84,2.87,0.97
706,c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,5.36,5.19,0.17
707,O=C(O)[C@@H]1C[C@H]2C[C@@H](CP(=O)(O)O)CC[C@H]2CN1,-2.16,-1.44,-0.72
708,COc1cc(/C=C(\C)c2ccc3c(c2)OCO3)cc(OC)c1OC,3.76,3.67,0.09
709,CCN1CCN(c2nc(-c3cccnc3)nc3ccccc23)CC1,3.56,3.2,0.36
710,CN(C)CCNC(=O)c1ccc(CS(=O)(=O)c2c(Cl)cccc2Cl)o1,1.97,1.52,0.45
711,CC[C@H](C)[C@@H](N)C(=O)O,-1.51,-1.34,-0.17
712,CC(C)c1nc(O)cc(CN2CCCCC2)n1,2.97,1.9,1.07
713,Cc1ccc(-c2nc3ncccn3c2Nc2ccc3c(c2)OCCO3)cc1,3.4,3.69,-0.29
714,CCOC(=O)c1nn(-c2cc(C(=O)OC)cc(C(=O)OC)c2)cc1O,2.96,2.17,0.79
715,COc1ccc(CNCCSc2nnnn2C)cc1,1.61,1.42,0.19
716,CCOc1ccc(-c2ccc(SCC)nn2)cc1,3.48,3.44,0.04
717,CSc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,3.36,3.92,-0.56
718,O=C(O)c1cc2cc(F)ccc2[nH]1,1.79,1.78,0.01
719,C1CCC(NC2=NCCO2)CC1,1.75,1.48,0.27
720,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,4.54,4.19,0.35
721,CCOC(=O)c1c(C)[nH]c(C(=O)CC(=O)OC)c1C,1.64,1.64,0.0
722,COc1cc(/C=C2\CCOC2=O)cc(OC)c1OC,1.96,2.0,-0.04
723,Cc1cccc(-n2ncc3c(NCCCN4CCCC4=O)ncnc32)c1,1.64,2.01,-0.37
724,CCN(CC)CCc1nc(-c2ccccc2)no1,3.14,2.85,0.29
725,CC(=O)c1cccc(NC(=O)c2noc3c2CCCC3)c1,2.59,2.16,0.43
726,COc1ccc(N2CCCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,2.05,1.97,0.08
727,COc1ccc(C(=O)O)nc1C,-0.95,0.57,-1.52
728,Cn1c(=O)n(CCN2CCOCC2)c(=O)c2c1nc1n2CCCN1c1ccccc1,1.49,1.48,0.01
729,C=C(C)[C@@H]1CC=C(C(=O)O)CC1,2.41,1.82,0.59
730,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@@H](c1ccc(O)cc1)O2,4.36,4.33,0.03
731,COc1ccc(/C=C2\CCc3ccccc3C2=O)cc1OC,4.02,3.65,0.37
732,COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,3.01,2.98,0.03
733,Cn1cc(S(=O)(=O)NCc2cccs2)c(=O)n(C)c1=O,0.12,0.08,0.04
734,Cn1c(N)c(S(=O)(=O)N2CCN(c3ccccc3F)CC2)c(=O)n(C)c1=O,0.08,0.4,-0.32
735,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.6,2.17,-0.57
736,CSc1c(C)c(SC)n2ccncc12,2.25,2.41,-0.16
737,CC(n1cc(C[C@H](N)C(=O)O)c2ccccc21)n1cc(C[C@H](N)C(=O)O)c2ccccc21,-1.56,0.26,-1.82
738,CCOC(=O)Cc1c(C)nc2c(-c3ccccc3)c(C)nn2c1C,2.9,3.87,-0.97
739,COc1ccc(S(=O)(=O)N(C(C)=O)c2ccccc2/C=C/c2cc[n+]([O-])cc2)cc1,2.15,2.69,-0.54
740,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.7,4.41,0.29
741,O=C(CCS(=O)(=O)c1ccccc1)N1CCCc2ccccc21,2.46,2.56,-0.1
742,O=S(=O)(c1ccc(Cl)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,4.13,3.82,0.31
743,CC(=O)Oc1ccc(OC(C)=O)c2c1CC(C)=C(C)C2,2.76,3.63,-0.87
744,C(=C/c1ccncc1)\c1ccncc1,1.88,2.0,-0.12
745,O=C(O)COCc1nc2ccccc2[nH]1,-0.4,0.4,-0.8
746,COc1ccccc1N(CN1CCCC1=O)C(=O)COc1ccccc1,2.02,2.07,-0.05
747,O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1,2.61,2.89,-0.28
748,O=C(O)c1cc2cccc([N+](=O)[O-])c2[nH]1,1.59,1.4,0.19
749,CCCN(CCC)S(=O)(=O)c1ccc(Cl)c(OC)c1,3.23,2.77,0.46
750,COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1,2.52,2.53,-0.01
751,CN1[C@H]2CC[C@@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,1.57,1.61,-0.04
752,CNCCNS(=O)(=O)c1cccc2cnccc12,-0.1,-0.46,0.36
753,N#CCCN1CCN(C2=NC(=O)/C(=C\c3cccs3)S2)CC1,1.54,2.01,-0.47
754,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,2.95,3.33,-0.38
755,Oc1cccc(-c2nc3cnccn3c2Nc2ccccc2)c1,2.8,3.5,-0.7
756,Cc1cccc2nc(CSc3nncn3-c3ccccc3)cn12,2.57,2.41,0.16
757,c1ccn(CCc2ccncc2)c1,2.07,1.77,0.3
758,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,6.27,5.71,0.56
759,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]21,3.32,2.55,0.77
760,COc1ccccc1/C=C/C(=O)/C=C/c1ccccc1O,4.36,4.32,0.04
761,O=C(Nc1c(-c2ccccc2)nc2ccccn12)c1ccc(Br)cc1,4.74,4.4,0.34
762,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,1.52,1.82,-0.3
763,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,0.54,-0.16,0.7
764,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)c(Oc3ccc(C[C@@H]4c5cc(OC)c(OC)cc5CCN4C)cc3)c1)N(C)CC2,5.89,5.25,0.64
765,Cc1cc(OCCN2CC2)c2ccccc2n1,1.95,2.07,-0.12
766,CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,1.69,3.05,-1.36
767,c1ccc(-c2csc(Nc3ncccn3)n2)cc1,3.54,3.59,-0.05
768,Fc1ccccc1-c1nc2ccccc2[nH]1,3.43,3.03,0.4
769,Cc1cc(C)c(S(=O)(=O)N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)c(C)c1,3.12,2.84,0.28
